user_id,group,promotion_revenue
328527890,control,0.0
328531424,test,0.0
328531805,control,704.878589549186
328541125,test,0.0
328543821,control,0.0
328556436,control,0.0
328557413,control,1054.3025729320595
328557491,control,0.0
328561151,control,297.6470690940419
328563578,test,0.0
328565956,test,560.7914312824535
328566975,control,0.0
328575862,test,0.0
328576173,test,0.0
328580966,control,0.0
328581799,control,0.0
328589334,test,3505.8853104431287
328589729,control,539.2347918805581
328590187,test,562.5384209044948
328590976,control,560.7940760181682
328607417,test,0.0
328616216,test,0.0
328616601,test,0.0
328616806,control,0.0
328623061,control,920.5218850569237
328627030,control,800.6168031447371
328634464,test,723.4156009774688
328640520,control,921.4127537124643
328641462,test,0.0
328648817,test,1037.8742329328707
328670051,control,0.0
328675567,control,0.0
328676373,test,357.1351449653243
328680381,test,0.0
328684137,control,921.410082161939
328690499,control,0.0
328691317,test,2610.7773493238083
328693270,test,0.0
328698217,test,921.3878423385396
328699725,test,0.0
328701217,test,0.0
328701678,test,1104.3066677732106
328703059,control,2089.3935519491733
328705856,test,327.86636664652667
328713804,test,997.3210424157556
328715757,test,0.0
328717895,test,1378.3618324335098
328721624,test,0.0
328723163,test,561.6536720737852
328726384,control,0.0
328731611,test,0.0
328737999,control,0.0
328738906,control,664.2828636002018
328744445,control,0.0
328753635,control,0.0
328754007,control,0.0
328754598,control,0.0
328757924,test,664.3117619950289
328760248,test,0.0
328766853,control,0.0
328767106,control,0.0
328771087,test,1054.260082897649
328777212,control,0.0
328780827,test,0.0
328786230,control,0.0
328788291,control,467.6033157166772
328788935,control,424.04049590646815
328790958,test,0.0
328791319,test,2969.3894653094594
328792738,control,0.0
328793545,control,1245.7883709301746
328793704,test,0.0
328799203,test,0.0
328803481,test,514.1814686787621
328808931,control,674.6379416918993
328809521,control,357.1844987260609
328812424,test,0.0
328822724,test,0.0
328824049,test,0.0
328834082,control,997.3760148643913
328834540,test,0.0
328835768,control,956.7816064760514
328839516,test,0.0
328841511,test,0.0
328842185,test,0.0
328845230,control,844.6460901766005
328848847,test,0.0
328855507,control,0.0
328859069,control,761.7814841558845
328861669,control,0.0
328865880,test,0.0
328881538,control,0.0
328888717,test,467.62634915511615
328889315,control,0.0
328896593,test,0.0
328897997,control,0.0
328901424,test,761.7806475966632
328903578,test,518.5154163871563
328904603,test,0.0
328912224,test,0.0
328912305,control,0.0
328913536,control,0.0
328913706,control,2395.3346097493068
328913948,test,0.0
328921691,control,0.0
328935568,control,741.0808939601379
328937107,control,0.0
328941643,control,0.0
328944323,control,0.0
328944556,test,0.0
328944858,test,467.5861831476761
328945911,test,560.7764397421417
328952841,test,0.0
328952987,test,0.0
328954140,test,0.0
328956563,test,0.0
328957487,test,1037.89256330762
328957727,test,0.0
328962758,test,327.8026833111204
328964148,test,0.0
328973046,control,1009.4231329423596
328973819,test,0.0
328989145,control,0.0
328992912,control,0.0
328993131,control,0.0
328996588,test,766.978323625167
328999886,test,0.0
329004323,control,761.820234565099
329005959,control,0.0
329008141,test,357.1878601795603
329009874,control,467.5560181270183
329019103,test,0.0
329025580,test,327.843571092469
329026295,test,0.0
329027743,control,0.0
329028712,control,1149.157376595682
329036859,control,0.0
329045036,control,0.0
329047227,test,0.0
329055010,test,357.19867204681634
329055983,control,0.0
329056295,test,0.0
329064347,test,0.0
329067158,test,0.0
329077602,test,0.0
329087284,control,0.0
329093904,test,0.0
329095003,test,674.6996239117083
329106146,control,0.0
329114547,test,0.0
329114994,test,702.2678066479197
329119278,test,0.0
329120169,control,0.0
329135690,control,0.0
329141691,control,0.0
329154413,control,0.0
329163267,control,0.0
329163453,control,0.0
329163959,control,709.1317535898174
329173025,test,0.0
329174646,control,0.0
329175109,test,0.0
329179167,control,0.0
329181909,test,0.0
329182326,test,0.0
329182643,control,0.0
329185213,control,0.0
329186658,test,0.0
329190480,test,4075.9570477284533
329196270,test,327.8405409273898
329199767,control,1150.0377857625738
329199943,control,1001.4677156283258
329206254,control,0.0
329206302,test,0.0
329207980,test,0.0
329208263,test,0.0
329213368,control,0.0
329216309,test,558.6256622311997
329216817,test,0.0
329217157,test,0.0
329220755,test,0.0
329222819,test,394.7326179156824
329225408,control,511.60328722295264
329231097,control,0.0
329232302,test,0.0
329232502,test,0.0
329232539,test,0.0
329237187,test,0.0
329238819,test,0.0
329240392,control,999.0638776546026
329242629,control,0.0
329244046,control,0.0
329244466,control,0.0
329246920,control,0.0
329249979,test,0.0
329252882,control,0.0
329265766,control,0.0
329270816,test,0.0
329274795,test,0.0
329277412,control,0.0
329278551,control,0.0
329288398,control,0.0
329294880,test,0.0
329300951,control,0.0
329301615,control,0.0
329307670,test,552.1658989351439
329307842,test,1104.2925252130262
329317329,control,0.0
329319272,test,0.0
329321369,control,1227.2516473339635
329321661,control,0.0
329322257,test,0.0
329356462,test,0.0
329361937,control,2019.8142902295692
329362160,control,1001.3843948634373
329362298,control,0.0
329362948,test,0.0
329370151,control,562.5026846070604
329374535,control,0.0
329379960,control,618.5988532822726
329381761,control,0.0
329382003,test,0.0
329382150,test,0.0
329385585,test,0.0
329386464,test,1104.2915384582218
329388872,test,779.2902510334472
329392281,test,560.7729018954068
329397858,test,1097.424390204179
329399269,control,0.0
329415220,control,0.0
329415712,control,1827.7689304809705
329422919,test,0.0
329423671,test,0.0
329424052,control,0.0
329425343,control,756.3692803938343
329436592,control,0.0
329437970,test,766.1081628848773
329448721,control,844.5994214273156
329449180,test,957.6898913098487
329469885,test,614.2433666460009
329474314,control,1924.9364674158026
329484297,control,0.0
329486978,test,921.3680243486923
329487485,test,0.0
329488030,control,649.4547808074262
329492541,test,466.2934521819495
329494525,test,692.8319543112582
329503628,control,0.0
329505338,control,918.6436800371923
329506523,control,702.2496581638633
329509125,test,0.0
329510627,test,0.0
329514315,control,662.5958402125035
329521096,test,844.6312799605851
329521711,test,0.0
329524490,control,467.6387121117362
329530464,test,0.0
329530567,control,0.0
329534854,control,1053.381568028063
329538313,control,0.0
329539440,test,0.0
329540795,test,0.0
329543073,test,0.0
329554295,test,0.0
329557810,test,0.0
329558217,test,0.0
329560247,test,0.0
329562101,test,0.0
329565406,control,958.4883165311562
329570490,control,0.0
329577194,test,562.5076176159206
329579971,test,0.0
329580277,control,2507.2874935514574
329580447,test,0.0
329582524,test,0.0
329586337,control,834.7806295356593
329609295,test,1245.79696048432
329609825,test,0.0
329612050,test,0.0
329612988,test,0.0
329627601,test,0.0
329629688,test,0.0
329633918,test,0.0
329634375,control,514.1569750451956
329638787,test,0.0
329641587,test,920.5651908026387
329641871,test,466.3481735759764
329649107,control,524.5550943369017
329653285,test,607.3796580473831
329655186,test,0.0
329655731,control,0.0
329666242,test,357.1468065190227
329667924,test,0.0
329668287,test,0.0
329669172,test,0.0
329674365,test,0.0
329674934,test,0.0
329684568,control,0.0
329687692,control,0.0
329690417,test,1123.6143382670389
329699232,test,0.0
329699656,test,0.0
329699742,test,0.0
329701048,test,514.1860207892524
329704325,test,0.0
329704866,control,0.0
329711146,control,0.0
329716020,control,0.0
329720925,test,0.0
329721250,test,844.6462731092313
329722455,test,0.0
329724066,control,0.0
329733403,test,0.0
329737088,test,618.6205793577763
329739484,control,0.0
329741622,control,0.0
329742218,test,0.0
329742691,control,0.0
329743583,control,0.0
329749621,control,0.0
329755204,test,0.0
329762153,control,674.6076246217442
329763076,control,0.0
329768579,test,0.0
329779181,test,327.8522955368554
329780551,control,0.0
329786905,control,0.0
329797968,control,921.4279552076769
329798088,test,560.734856940293
329804009,test,876.5596988331075
329804129,control,0.0
329807179,test,0.0
329809176,control,0.0
329819907,control,0.0
329823969,control,0.0
329835072,test,0.0
329842294,test,797.2326706457883
329843758,test,0.0
329843967,control,0.0
329849789,control,0.0
329853672,test,0.0
329861951,control,615.1890159727039
329862272,test,327.8503787877639
329863675,control,0.0
329864816,test,1995.2474104649418
329868571,test,0.0
329878292,control,2061.162847036817
329885338,control,560.745019736898
329893817,test,0.0
329896250,test,0.0
329897871,test,0.0
329900087,test,0.0
329901889,control,0.0
329902283,control,0.0
329905757,test,511.62365271612896
329906972,test,0.0
329909403,test,0.0
329915011,test,0.0
329922892,control,0.0
329924344,control,0.0
329959045,control,774.7431800604743
329961326,test,0.0
329961690,control,0.0
329964758,test,0.0
329983016,test,357.1740708653901
329994793,test,917.9554338297593
329998137,control,0.0
330005778,test,0.0
330008342,test,1037.8829307296257
330035669,control,0.0
330042133,test,0.0
330049405,control,0.0
330052150,test,0.0
330068852,control,494.3343043689523
330069719,test,920.5504374925542
330072231,control,0.0
330075732,test,674.6769314327007
330080053,control,0.0
330086875,control,0.0
330095585,test,767.8669755937917
330096336,control,0.0
330098098,control,511.5769482017165
330104008,control,0.0
330109237,control,0.0
330112260,control,0.0
330126174,control,327.846424881375
330126826,test,0.0
330136777,control,761.8613045476242
330138653,control,1654.7503138980533
330141977,control,1150.0432676689431
330145479,test,0.0
330145694,test,0.0
330145917,test,0.0
330150141,test,0.0
330150492,control,955.8873148107094
330154171,test,0.0
330162971,test,0.0
330164744,control,0.0
330166704,test,3991.4190295653884
330168330,control,0.0
330168994,test,702.3146368645683
330169656,test,0.0
330171990,control,0.0
330173775,control,0.0
330180841,test,2144.3819999953766
330187410,test,0.0
330194784,control,0.0
330197502,test,0.0
330199283,control,1012.8540130146007
330200446,control,0.0
330201456,test,0.0
330217065,test,552.164140091447
330217431,control,560.7911281369436
330226489,control,0.0
330228371,test,0.0
330230659,control,0.0
330230709,test,562.4833695402765
330232518,test,0.0
330235486,test,0.0
330240075,control,0.0
330244247,test,357.20456409150194
330246644,control,0.0
330249330,control,0.0
330252720,control,514.2368925953994
330266270,test,0.0
330273382,control,562.5266948940047
330273544,control,0.0
330273774,control,0.0
330275392,control,0.0
330276693,test,1801.2862711922473
330278244,control,0.0
330278462,test,0.0
330278801,test,0.0
330279061,control,0.0
330284870,test,1740.200123981129
330285377,control,0.0
330298455,test,0.0
330303880,test,0.0
330306021,control,0.0
330310261,control,514.2079328499931
330312809,test,0.0
330314364,test,0.0
330324450,test,0.0
330326484,control,0.0
330329591,control,0.0
330336204,test,0.0
330341012,control,0.0
330341496,test,0.0
330357002,test,0.0
330360592,control,0.0
330368552,control,0.0
330370230,control,0.0
330370449,test,0.0
330371691,control,1245.826786003841
330373923,control,921.3956631321958
330380149,test,0.0
330386487,test,0.0
330387108,control,467.57359107608085
330400540,test,0.0
330404221,control,618.5567328174682
330406817,test,0.0
330407897,control,560.7344539742236
330409545,control,0.0
330415186,test,0.0
330415194,test,1104.375494959169
330417128,control,1101.7140456699688
330417376,control,920.5833749470353
330418222,control,0.0
330420690,control,0.0
330421525,test,1020.1067620645794
330426725,test,0.0
330427256,test,0.0
330428926,test,467.5911611238683
330434214,control,0.0
330436202,test,0.0
330442823,control,0.0
330450858,test,0.0
330456475,control,0.0
330461853,control,0.0
330462353,control,0.0
330464407,control,0.0
330465246,control,540.063776668046
330469589,control,1223.4599346862565
330472600,control,0.0
330473349,test,808.3802962412246
330479128,control,0.0
330481466,control,0.0
330485959,control,0.0
330486099,control,0.0
330486454,control,0.0
330490204,test,1336.517864605449
330491915,control,1104.2937727726435
330505022,control,0.0
330506597,control,0.0
330509828,control,0.0
330514501,test,467.612346857518
330517468,control,0.0
330529147,test,2507.303630088501
330531978,test,0.0
330536008,control,1842.8327891586985
330543450,test,0.0
330544668,control,0.0
330548961,control,0.0
330561701,test,0.0
330562194,test,761.789743144192
330562427,test,562.5462630849192
330562931,control,0.0
330563918,test,0.0
330566799,control,0.0
330571665,test,0.0
330574010,test,0.0
330587662,test,1141.382786715946
330589595,test,0.0
330593001,test,1266.2325826644708
330597783,control,0.0
330599425,test,0.0
330599547,test,0.0
330607255,test,2292.4604091019823
330609072,test,1149.1755623719594
330614179,test,562.5202765385253
330615821,control,327.8471453616946
330619621,control,7765.688157892585
330620367,control,0.0
330626455,test,0.0
330631513,control,0.0
330639136,control,0.0
330645430,control,1245.8106268914655
330645504,test,0.0
330655638,control,607.3850559032182
330656548,test,844.6176478570746
330657062,test,0.0
330661609,test,0.0
330663713,control,0.0
330664137,control,560.7911386380167
330664997,control,0.0
330667260,control,0.0
330669542,test,2175.9992861730407
330670494,test,1537.9404740767386
330672945,control,0.0
330678075,control,0.0
330686894,test,0.0
330686961,control,0.0
330696038,control,0.0
330698226,test,0.0
330704387,test,0.0
330713530,control,0.0
330715342,test,0.0
330717595,test,0.0
330718386,test,0.0
330747536,control,0.0
330753094,test,0.0
330756474,control,0.0
330758731,control,467.6362473340681
330759821,control,560.8201139092455
330760088,test,649.3400438633291
330760892,control,375.25594985201104
330764573,test,560.8196352882397
330765181,test,0.0
330770522,control,0.0
330770543,control,467.6127458964124
330770884,control,0.0
330773808,control,0.0
330774187,test,0.0
330775250,test,0.0
330775831,control,0.0
330780399,control,674.6481383215414
330786010,test,0.0
330801360,control,1054.2592268870417
330811560,control,0.0
330812920,control,0.0
330822637,control,0.0
330838805,control,0.0
330846761,control,0.0
330858388,test,0.0
330859335,control,0.0
330868373,test,0.0
330872338,control,0.0
330882288,test,0.0
330883783,control,0.0
330889720,control,0.0
330898278,test,0.0
330916791,control,2949.676814604682
330919572,test,0.0
330920913,control,1245.7828853840651
330925476,control,0.0
330926094,test,0.0
330926137,control,494.326557954322
330926186,test,0.0
330930571,test,0.0
330931173,test,674.6473485825128
330931566,control,673.8335987204692
330940245,control,0.0
330952486,test,1150.0633414940996
330954714,control,767.8321458756137
330955150,test,2017.0099144369274
330957253,control,0.0
330960894,test,1104.3215575633662
330961259,control,0.0
330968299,control,0.0
330968795,test,1012.9129927509646
330972564,test,0.0
330974152,control,0.0
330978283,control,0.0
330983844,control,514.1569672413003
330985530,control,831.670196375989
330986468,control,0.0
331014536,control,0.0
331018182,control,0.0
331023519,test,0.0
331026100,control,0.0
331026502,test,1141.4065886397343
331026646,control,0.0
331029400,control,0.0
331037199,control,0.0
331039747,test,0.0
331047243,control,0.0
331049455,test,0.0
331054178,test,297.63473761201254
331056958,test,0.0
331058557,test,1141.4357053320477
331059645,control,920.5160378984284
331062459,control,0.0
331063409,test,0.0
331064105,control,0.0
331064201,test,0.0
331072059,control,0.0
331075700,control,0.0
331075845,control,0.0
331078511,test,0.0
331079644,control,0.0
331079925,test,1012.906470504023
331081789,control,0.0
331082258,test,0.0
331083285,test,618.5431637396438
331085685,test,532.3106132411608
331085845,control,0.0
331089186,test,0.0
331090140,test,0.0
331091447,test,0.0
331105731,control,0.0
331109670,test,0.0
331113688,test,0.0
331114468,control,0.0
331119843,control,1196.6435809215197
331121027,test,0.0
331122524,test,0.0
331141245,control,1243.271281580344
331148828,control,1012.8550440040707
331153483,control,0.0
331157664,test,0.0
331157917,test,0.0
331159437,control,0.0
331166745,control,0.0
331167027,test,0.0
331179450,test,0.0
331181569,control,0.0
331185052,control,0.0
331186023,control,0.0
331191874,control,0.0
331198465,test,0.0
331199193,test,0.0
331206578,test,562.5170902716516
331206984,control,0.0
331215123,control,0.0
331223313,control,0.0
331226196,test,618.5869679462127
331236263,test,0.0
331246408,control,0.0
331254492,control,0.0
331255814,control,562.5329102914111
331262828,control,0.0
331274280,test,0.0
331282260,control,0.0
331282534,test,0.0
331290842,test,0.0
331293387,test,570.2812227481096
331298350,test,327.84107886635553
331298365,test,0.0
331302145,control,0.0
331313610,test,0.0
331321037,control,0.0
331327157,test,0.0
331333640,test,0.0
331344506,control,424.52856018637783
331346378,test,0.0
331348773,test,0.0
331362245,control,0.0
331365349,test,808.4001780513368
331367527,test,1149.1940534611726
331367760,control,0.0
331369658,test,1761.8041123315454
331373286,test,0.0
331374315,control,0.0
331382581,test,0.0
331398962,test,0.0
331405769,control,0.0
331414910,test,674.6187289417237
331416166,control,1012.8771419507833
331416531,control,0.0
331421555,test,0.0
331423213,control,842.0523823539894
331424621,control,0.0
331428523,control,0.0
331429072,test,0.0
331434811,test,0.0
331438478,test,0.0
331442588,test,0.0
331460331,control,618.6257843954019
331466817,test,0.0
331469920,control,1149.1613701792178
331470260,control,0.0
331473335,control,1012.8540640972857
331474739,test,0.0
331474981,test,0.0
331477528,control,0.0
331484034,test,0.0
331487230,control,2302.0655143344643
331495587,test,0.0
331497310,test,1866.3938488216797
331504994,test,0.0
331508958,test,0.0
331512644,control,0.0
331520853,control,0.0
331524633,test,0.0
331525033,test,5590.898343148149
331534201,test,0.0
331535217,test,0.0
331538401,test,0.0
331549908,control,0.0
331551436,control,741.1056746146434
331557363,test,1012.8730872041601
331561945,control,0.0
331573497,control,562.486532433011
331574469,control,0.0
331576250,test,0.0
331587746,control,0.0
331588081,test,562.5216923427647
331590559,control,674.6792208641521
331598713,control,404.64875288259134
331599131,control,0.0
331605810,test,614.3156452648271
331610029,control,0.0
331617091,control,0.0
331630713,control,0.0
331635342,test,0.0
331636939,test,0.0
331649287,test,0.0
331657310,test,917.9512977231693
331664242,test,0.0
331675474,control,0.0
331675957,test,0.0
331691905,control,2300.246304377552
331694362,test,562.5341042990905
331694478,test,0.0
331695310,test,0.0
331696218,test,1069.3029890646142
331697829,control,0.0
331698015,control,562.4980596042386
331698846,control,920.5713497659987
331700014,control,0.0
331700127,test,2008.4380105582882
331701522,control,1684.6939170829087
331711774,control,0.0
331712372,test,0.0
331716346,control,562.5282256185226
331723526,test,0.0
331728316,test,514.1896395133125
331728932,test,869.6851808489315
331729354,control,0.0
331734108,control,921.4195267117925
331737259,control,0.0
331746115,control,664.9798975913369
331760783,control,0.0
331760857,test,0.0
331766437,control,0.0
331767797,control,0.0
331783943,control,0.0
331784135,control,0.0
331787175,control,0.0
331790063,test,0.0
331795384,control,0.0
331795628,control,0.0
331802379,test,0.0
331804458,test,0.0
331805079,test,0.0
331814597,control,0.0
331815939,test,0.0
331816773,test,0.0
331822086,test,1675.249162656453
331828966,control,0.0
331832070,test,1104.3427084442822
331832654,control,0.0
331834661,control,956.7663964564182
331838211,test,0.0
331851473,test,4231.369686855712
331855419,test,1176.4637309566594
331860029,control,0.0
331860050,test,0.0
331861814,control,673.7735092002357
331863626,test,0.0
331866982,control,0.0
331867887,test,0.0
331868617,test,767.0074473534561
331874806,control,0.0
331875605,control,844.6034949085547
331876495,test,0.0
331884032,test,0.0
331885517,test,0.0
331886360,control,0.0
331887609,test,0.0
331892538,control,0.0
331893070,test,622.0278678444913
331897854,control,876.5473295570647
331898223,control,0.0
331903631,control,672.9176312934452
331912991,control,230.0333262951671
331919320,control,2175.952230081894
331919457,test,0.0
331920332,test,0.0
331921171,test,0.0
331921525,test,511.6461569232661
331921666,control,562.4802314581557
331922436,control,0.0
331925352,control,0.0
331932393,test,0.0
331946732,test,0.0
331954180,test,560.7659296697321
331954727,test,1037.851677123753
331960397,control,761.8078839291061
331963260,control,0.0
331973018,test,0.0
331978976,control,0.0
331980233,test,0.0
331988978,test,0.0
331991378,test,0.0
331993063,test,0.0
331998269,control,0.0
332004741,test,618.5999940945384
332006490,control,3906.1555335120306
332012342,test,0.0
332018651,control,958.4599552481793
332020363,test,672.972053627799
332022708,control,25267.899800660063
332025812,control,0.0
332025842,test,0.0
332032753,control,0.0
332034741,test,0.0
332038041,test,0.0
332038475,control,0.0
332045197,control,0.0
332051809,test,532.3209323663147
332065426,test,0.0
332067718,test,0.0
332076272,test,1017.443499704495
332077735,control,0.0
332081112,control,0.0
332082366,control,447.7744533968306
332084622,control,4595.25389619696
332085446,control,0.0
332085780,test,0.0
332090148,test,0.0
332093469,control,1196.605732332226
332093853,control,1196.660433303588
332097919,test,0.0
332104568,control,0.0
332104740,test,494.3550802587784
332110688,test,2153.500019478225
332113939,test,0.0
332115042,test,0.0
332127964,test,679.5238188127173
332127981,test,670.3834837984458
332137526,test,552.1626870201369
332138240,test,0.0
332169390,control,0.0
332173041,test,0.0
332175479,test,560.7169498180527
332181196,test,0.0
332181912,control,0.0
332201413,control,552.1519158450268
332201450,test,0.0
332202036,control,0.0
332202326,test,1825.8197454160666
332205906,control,0.0
332207035,control,0.0
332209148,test,1104.2703008155768
332215086,test,614.3067319979623
332219412,control,560.8088216048691
332227001,test,0.0
332236161,control,959.3618064177143
332236618,test,0.0
332244406,control,0.0
332253838,control,1251.7880626766346
332263474,control,327.8488381044966
332265467,control,0.0
332276913,control,0.0
332284913,control,0.0
332286412,control,0.0
332292743,control,0.0
332296409,test,3707.205181121454
332297300,control,618.6076075766647
332297559,control,0.0
332298937,control,0.0
332301044,control,2209.9337106604708
332302605,control,0.0
332304415,control,0.0
332305985,test,0.0
332314890,control,0.0
332322638,control,0.0
332324985,test,424.0111772328629
332327369,control,588.4123943089934
332331044,control,0.0
332333908,control,767.8311844023975
332333968,control,0.0
332335131,control,0.0
332342523,control,1325.2078232536553
332344004,test,407.2010392968654
332345974,control,0.0
332351931,control,0.0
332355053,control,297.65661954299884
332363025,test,1009.3544952404611
332366213,control,0.0
332366598,control,0.0
332369640,test,0.0
332372385,test,467.6479068953826
332375843,control,0.0
332377709,test,0.0
332396048,test,0.0
332402737,control,0.0
332408236,control,0.0
332414631,control,447.7834737965703
332456371,test,0.0
332457526,test,0.0
332462490,control,615.1727649155393
332464568,control,740.2569840549356
332465325,test,921.4022438267887
332477137,control,0.0
332478810,test,618.5885522261706
332479636,control,0.0
332481559,control,0.0
332488947,test,511.59848428829264
332490534,test,0.0
332490938,control,0.0
332493201,test,0.0
332497717,test,0.0
332504273,test,0.0
332510366,control,618.5960413988863
332511910,test,1013.7171654779169
332526186,test,560.7857935289205
332530461,control,0.0
332531060,control,432.6843555047127
332531805,control,0.0
332536645,control,1150.0399658931408
332536992,control,1862.7647992068667
332540631,control,0.0
332544765,test,0.0
332544821,control,0.0
332549552,control,0.0
332558480,test,0.0
332561553,control,0.0
332565746,control,0.0
332569512,control,0.0
332577257,test,644.4905129209932
332580516,test,0.0
332581712,control,0.0
332581918,test,1048.6178568811242
332582923,control,514.1767338794023
332588349,test,0.0
332592764,test,0.0
332595392,control,303.6555575111218
332595756,test,0.0
332605437,control,0.0
332606671,test,0.0
332610940,test,0.0
332611394,test,767.857580186609
332612263,test,0.0
332614412,control,0.0
332621274,control,2391.9433951004717
332623137,control,0.0
332625098,control,2089.445554411546
332629482,control,0.0
332630222,control,0.0
332636235,control,0.0
332645448,test,0.0
332651044,control,0.0
332656948,test,327.80782647302544
332657097,control,0.0
332658503,test,0.0
332661422,control,0.0
332671115,control,0.0
332671235,control,0.0
332674244,control,0.0
332675568,control,0.0
332676220,control,0.0
332676744,control,675.0348627801394
332677135,control,0.0
332689166,control,774.727367420012
332692704,test,0.0
332698056,test,0.0
332703878,test,525.388967802201
332704365,test,0.0
332705395,test,562.55181934074
332706983,control,0.0
332713808,control,862.5575265743778
332714220,control,0.0
332716293,test,0.0
332718777,control,0.0
332734429,control,0.0
332736262,test,2976.9350475040806
332737937,control,0.0
332749032,test,0.0
332761411,test,561.6422864093548
332766422,control,1054.2409553123691
332780283,control,0.0
332781349,test,715.2405152752958
332784423,control,0.0
332800076,control,587.7229236045338
332804037,control,544.3806813671439
332808097,control,0.0
332808497,control,0.0
332810186,test,562.5042400581258
332812588,test,0.0
332814135,control,0.0
332818979,test,0.0
332822236,control,0.0
332822792,control,0.0
332826825,test,514.2015944188526
332828467,control,997.3378434763321
332837368,control,0.0
332840818,test,767.8201669511359
332851390,control,0.0
332860659,control,0.0
332867573,test,1227.3451952784121
332869287,test,0.0
332874984,control,0.0
332875982,control,0.0
332876972,test,0.0
332878958,test,0.0
332882729,control,0.0
332884695,test,0.0
332887342,test,0.0
332894515,control,562.5288855677168
332911163,test,767.8324748216189
332927516,test,0.0
332931264,test,0.0
332939753,control,0.0
332941733,test,0.0
332948444,control,0.0
332957347,test,844.6252274138488
332959999,control,0.0
332960692,control,921.4087533791891
332961786,test,0.0
332962836,control,0.0
332964850,test,740.2092953318778
332972146,control,674.6938336645358
332975035,control,0.0
332979747,test,0.0
332981269,control,0.0
332982935,control,0.0
333002287,test,0.0
333003719,test,562.5173906797587
333006208,control,562.5171895814784
333006385,test,297.6093034521593
333011250,test,0.0
333012409,test,0.0
333012776,control,0.0
333017338,control,1037.8424287762346
333018523,control,0.0
333019870,test,0.0
333021402,test,0.0
333023371,test,0.0
333024403,test,997.3264146628148
333031487,test,0.0
333039712,control,0.0
333039806,control,1104.3068850502098
333040292,control,0.0
333040535,control,0.0
333045387,test,0.0
333045469,control,514.2058310919548
333050856,test,0.0
333067819,test,0.0
333074922,control,0.0
333077774,control,0.0
333077966,control,1020.300489642733
333083483,control,674.6414029137185
333084558,test,560.7951321031417
333086266,control,518.5150157662296
333101439,test,0.0
333102678,test,0.0
333105989,control,0.0
333106931,control,0.0
333107507,control,0.0
333113300,control,761.7626057199413
333117458,test,0.0
333118222,control,0.0
333121257,test,0.0
333122468,control,0.0
333130961,control,0.0
333131306,control,514.1980890887643
333136761,control,0.0
333137236,control,0.0
333139769,control,5862.27529664152
333141790,control,0.0
333148260,control,562.5459668500694
333148651,control,0.0
333149401,test,1032.3918091282187
